min_distance_depot,average_distance_depot,max_distance_depot,min_distance_nondepot,average_distance_nondepot,max_distance_nondepot,min_demand,average_demand,max_demand,num_customers,vehicle_capacity,best_objective_value,computational_time
21,469.7142857,987,5,535.7099215,1332,30,62.58035714,100,224,400,113763,13.49124765
20,387.0143541,769,4,518.2526684,1282,30,67.13397129,100,209,300,99799,12.91759682
61,410.8421053,812,3,532.9963967,1345,30,66.79323308,100,266,400,133069,15.79396701
43,693.9634703,1310,2,528.8688786,1295,30,64.05479452,100,219,300,140422,13.43530202
36,558.2204082,1106,4,538.5358983,1314,30,66.77142857,100,245,400,137526,15.15631223
18,531.6220472,1043,3,527.4733435,1291,30,66.29133858,100,254,300,148662,15.32521677
10,425.3542601,851,3,528.8015998,1333,30,63.62780269,100,223,300,114853,13.6971519
48,478.6380952,967,4,523.3809979,1295,30,65.10952381,100,210,500,100571,12.60777307
54,506.0428016,1061,2,523.1511126,1337,30,63.39688716,100,257,300,144087,16.90929389
28,472.3136531,961,5,524.1120678,1355,30,65.40590406,100,271,300,149063,18.15159941
44,528.0081967,1025,4,527.109121,1303,30,66.42213115,100,244,300,140476,16.87135196
27,550.6227758,1118,5,512.5763599,1351,30,63.58362989,100,281,300,158132,21.15090132
40,527.2398649,1066,1,516.7849748,1323,30,65.375,100,296,300,174994,21.30878901
27,403.7207547,719,3,532.1811035,1296,30,63.96226415,100,265,400,130091,19.05708146
31,487.4085106,998,3,528.6575377,1311,30,64.74042553,100,235,400,122769,14.02995992
86,413.8853211,760,4,536.9050015,1275,30,65.18348624,100,218,400,104798,12.8576324
43,444.019685,900,3,535.3167969,1349,30,64.44488189,100,254,500,124641,14.41174078
51,406.8831776,798,5,529.0272476,1306,30,67.8271028,100,214,300,107682,12.78967142
75,583.4220183,1108,3,537.6876929,1325,30,65.8853211,100,218,300,133861,13.18644547
18,575.5869565,1079,3,531.6301976,1338,30,65.01086957,100,276,300,164342,16.36562324
3,557.4977169,1034,2,516.2471199,1294,30,66.20091324,100,219,400,115422,13.26241755
25,646.7105263,1209,3,508.0993049,1322,30,62.22180451,100,266,300,161638,16.08080292
39,407.0689655,778,8,532.5509925,1330,30,62.81280788,100,203,500,92800,12.20700431
8,397.6944444,787,4,523.5075494,1335,30,66.13541667,100,288,400,139322,16.7264154
34,574.7014925,1102,5,503.9722388,1264,30,66.6119403,100,201,400,104879,12.39589667
36,436.3955556,850,3,525.2413492,1300,31,66.94222222,100,225,400,109789,13.25838327
59,480.7272727,966,1,517.0435208,1323,30,63.41750842,100,297,400,148721,17.20014334
10,551.1934156,1111,5,518.2030745,1330,31,66.87654321,100,243,500,123621,13.9789896
38,621.8839286,1163,3,523.9127562,1280,30,66.27232143,100,224,500,118971,13.49224639
61,409.3542601,783,3,532.5218761,1328,30,64.21524664,100,223,300,111792,12.81567478
31,441.9589041,920,2,523.5978803,1311,30,64.82191781,100,219,300,111712,13.0025475
17,469.9166667,949,6,536.492364,1352,30,63.475,100,240,300,128935,14.40076542
13,438.4977376,925,8,514.9856849,1362,30,65.91855204,100,221,300,116538,13.80210876
24,385.3986014,763,2,515.8606061,1342,30,64.74125874,100,286,300,144920,16.91430569
11,405.75,837,4,524.6692268,1359,30,64.59642857,100,280,500,133239,16.31764889
12,526.3781513,1049,4,516.7146403,1360,30,67.53361345,100,238,500,117086,14.26082659
11,422.6919431,903,4,526.9622207,1373,30,65.65876777,100,211,500,102051,12.70171499
24,587.4464286,1074,5,514.5902466,1293,30,62.51339286,100,224,400,119318,12.96455073
54,635.6702128,1223,2,519.7611115,1296,30,67.57092199,100,282,500,152051,17.3040626
19,540.0461538,1102,4,523.1890407,1357,30,63.59615385,100,260,300,151759,18.19557047
29,392.8087248,877,3,491.9362755,1374,30,66.66442953,100,298,500,133708,17.33706164
51,514.2824427,1030,4,527.2803662,1373,30,63.80916031,100,262,300,148693,15.83592629
22,416.8444444,840,2,532.5058333,1351,30,63.45333333,100,225,300,113540,13.34135413
21,396.9491525,780,3,511.7368385,1276,30,63.60338983,100,295,400,143585,17.25708914
24,507.8741259,1014,2,506.9479818,1280,30,64.3986014,100,286,500,139128,16.60928583
8,444.5035714,920,6,523.7165643,1280,30,64.66428571,100,280,500,135873,16.19671535
43,576.1520913,1027,3,529.9380025,1336,30,64.8973384,100,263,400,146543,15.86990237
26,394.6666667,724,4,531.7075362,1333,30,64.45,100,300,500,144117,17.29209161
17,439.7375887,876,3,501.5142223,1333,30,65.27659574,100,282,400,140713,16.25666451
26,598.5078125,1146,2,498.1498162,1347,30,64.84765625,100,256,400,138545,14.96342444
76,681.9011407,1205,2,531.0042086,1342,31,66.64638783,100,263,300,169067,16.03380942
30,620.7627119,1205,2,518.602306,1357,30,64.25762712,100,295,400,165615,17.22714901
5,450.2469136,978,2,504.4523008,1330,30,67.33333333,100,243,300,126609,14.53466964
55,413.1435407,785,1,535.4088609,1350,30,62.93301435,100,209,500,97544,12.06110716
39,480.9509434,1013,2,514.8777873,1353,30,66.37735849,100,265,300,146329,16.32264495
33,669.03663,1215,2,515.9867485,1331,30,63.6996337,100,273,400,158513,16.85933781
33,427.1576355,783,2,524.4151588,1264,30,66.8226601,100,203,400,99678,12.31792021
34,536.7136752,1055,2,529.6715087,1343,30,63.77777778,100,234,500,118626,14.25882983
13,696.7681818,1234,1,535.5331673,1265,30,66.94090909,100,220,500,122282,13.05849648
4,479.7099567,1025,7,512.9511011,1341,30,65.55411255,100,231,300,126047,14.57264805
2,513.9892473,1050,4,516.257162,1361,30,65.31541219,100,279,300,157849,16.59319615
65,581.2740214,1090,4,510.1284189,1277,30,64.58718861,100,281,300,165211,16.64346147
25,547.962963,1090,5,543.4502942,1354,30,64.81481481,100,243,400,132513,14.70357347
65,628.7589286,1184,5,515.5582559,1281,30,65.07589286,100,224,300,136487,14.00297308
21,638.6533865,1209,5,532.5442231,1345,30,67.60956175,100,251,500,137259,14.80151987
53,616.5221675,1134,6,515.8169536,1326,30,64.95073892,100,203,300,119255,12.26197433
29,481.3537118,970,2,539.3611047,1318,30,64.41921397,100,229,500,115048,13.27640963
47,465.9124424,1002,2,516.0861922,1349,30,64.95852535,100,217,300,118821,13.58623505
18,546.572093,1054,4,520.7613562,1323,30,64.62325581,100,215,300,123115,13.18644023
23,658.8024691,1226,3,535.3644866,1323,30,68.25514403,100,243,300,153209,14.54366326
52,516.7673611,1009,2,519.4103755,1309,30,64.72916667,100,288,500,142157,16.4685595
56,523.2263374,1073,3,529.0226167,1361,30,63.7654321,100,243,500,119421,14.38473558
42,411.5355932,797,2,516.7434336,1349,30,66.3220339,100,295,500,145198,16.83934975
80,576.6141079,1101,1,526.9047026,1307,30,66.53526971,100,241,400,135143,16.05879712
19,420.5040323,764,3,519.5850855,1290,30,64.73790323,100,248,500,117327,14.28781223
32,385.4688797,778,3,512.8391425,1367,30,65.85062241,100,241,500,111215,14.3068018
25,533.3894737,1020,3,526.2573511,1317,30,65.79298246,100,285,300,164985,17.10020018
20,711.3632075,1277,3,511.6047572,1333,30,65.89622642,100,212,400,121166,12.92956924
29,445.5019608,896,5,537.4386908,1307,30,63.85098039,100,255,500,125956,14.70257616
32,409.7829457,717,3,550.9118029,1386,30,65.89534884,100,258,400,132410,15.17030549
51,401.1705069,722,2,535.3204472,1345,30,67,100,217,500,102437,12.69674468
58,646.7268722,1161,2,514.2585864,1288,30,66.30396476,100,227,400,124591,13.52922845
15,442.714876,905,2,517.8845033,1336,30,62.91322314,100,242,300,122730,14.42575812
15,536.3125,1030,3,538.9760211,1357,30,65.13888889,100,288,500,153499,16.25670481
4,582.5508475,1144,5,512.6133429,1304,30,63.34745763,100,236,500,119688,13.89788914
77,537.2060086,1058,4,531.6883602,1371,30,65.55793991,99,233,400,123852,13.66514897
38,461.8060345,930,4,513.5557546,1385,30,64.42672414,100,232,500,110967,13.89103961
39,549.78,980,1,509.2297189,1315,30,66.152,100,250,300,140923,15.09535027
21,559.8625954,1092,4,528.0892048,1356,30,65.71755725,100,262,300,155893,15.64703298
27,413.0042553,853,4,518.3818149,1309,30,66.69361702,100,235,500,105563,13.85907626
31,489.6904762,950,5,524.8627478,1338,30,63.61428571,100,210,400,107338,12.66674328
22,673.6977778,1246,1,533.3727778,1340,30,65.8,100,225,300,138111,13.57121897
42,546.3666667,1100,2,510.9805315,1333,30,63.85555556,100,270,300,151673,16.03481126
10,565.2561404,1079,3,521.6421547,1316,30,65.15438596,100,285,400,152994,16.6434617
18,588.7667984,1090,1,518.5197942,1308,30,65.77470356,100,253,500,130806,15.1903162
42,676.6738197,1225,1,510.1197277,1313,30,66.93562232,100,233,400,136101,13.88502216
41,508.8644068,968,7,521.2566895,1267,30,64.70762712,100,236,500,118681,14.09792113
57,453.1724138,895,3,534.9177489,1302,30,64.22413793,100,232,500,116198,14.17685556
39,684.210728,1285,4,534.0883879,1323,30,62.7394636,100,261,300,166718,16.00882745
29,460.6893204,914,7,510.1336017,1315,30,66.38349515,100,206,500,95821,12.02310848
33,454.3268293,907,5,537.8120516,1350,30,66.32682927,100,205,300,108734,12.39187908
26,599.4509804,1191,3,543.5417753,1353,30,63.48039216,100,204,400,108098,12.26898861
43,460.6,977,4,524.7109464,1354,30,66.31764706,100,255,400,134450,14.95144677
48,434.8539326,979,4,519.5387345,1344,30,65.87640449,100,267,500,130048,15.59406304
22,390.5956522,697,4,527.3727739,1287,30,65.70869565,100,230,500,107487,13.21044779
12,553.2816327,1066,3,531.9513215,1301,30,64.49387755,100,245,300,144319,14.76554108
20,616.578125,1186,3,512.4089154,1326,30,64.4765625,100,256,300,149739,15.2132802
36,546.0273973,997,2,523.889992,1310,30,65.45205479,100,219,500,112588,12.95359468
31,642.1018519,1219,4,525.5686477,1296,30,63.27314815,100,216,500,116079,13.22042751
19,512.3304348,984,3,533.5116385,1340,30,66.46086957,100,230,500,115958,13.50626183
15,411.0097561,823,3,537.8462458,1341,30,65.10243902,100,205,400,100579,11.96216416
25,458.6088561,892,2,528.5496515,1355,30,62.22878229,100,271,300,143441,17.25710797
42,452.8382353,934,6,523.8240124,1355,30,65.77941176,100,204,400,101088,12.31194401
22,497.4172414,1020,5,526.128147,1314,30,65.23448276,100,290,300,162215,17.57192945
83,638.0456274,1183,2,511.8960033,1313,30,65.02281369,100,263,400,147837,15.38020444
15,454.0695652,975,3,524.8293905,1371,30,65.35652174,99,230,400,115633,13.89703369
37,613.7432432,1254,3,500.2961966,1336,30,65.7027027,100,222,300,132398,13.31638837
14,430.4117647,872,9,535.0879062,1367,30,65.44343891,100,221,400,109614,12.69472384
40,575.0330882,1066,4,507.5649012,1316,30,66.29411765,100,272,400,149079,16.06777024
28,521.6470588,932,6,534.61813,1293,31,64.62254902,100,204,500,100579,12.06111145
6,576.3411765,1154,3,521.6934074,1318,30,64.34901961,100,255,400,140059,15.13932204
45,453.9243986,904,3,509.1454912,1276,30,66.24742268,100,291,300,155369,17.14717293
37,645.9812734,1177,2,520.1419842,1365,31,67.20973783,100,267,500,144879,15.45312643
31,456.9852941,892,2,514.9783155,1324,30,64.84803922,100,204,400,99336,12.36788988
22,467.5023041,967,4,533.5730927,1346,30,67.49308756,100,217,400,110258,13.0395472
45,485.1683849,991,3,509.4944899,1287,30,63.8419244,100,291,400,144544,17.52795577
14,383.2269231,706,2,515.2142857,1327,30,65.14230769,100,260,300,128589,15.1543386
69,546.7615658,1074,2,519.7926538,1371,30,65.1316726,100,281,500,143231,16.20071626
51,648.3449782,1187,3,514.6122347,1314,30,64.83406114,100,229,500,122917,13.50428033
34,425.2723404,900,6,513.7108565,1267,30,64.42553191,100,235,500,107986,13.51625514
47,723.1434783,1325,3,516.2077084,1317,30,64.04347826,100,230,300,153195,14.34679985
8,539.1717557,1081,4,502.613758,1363,30,66.37022901,100,262,300,147687,15.66702104
9,557.6518219,1092,2,522.1972285,1332,30,62.40890688,100,247,500,129266,14.68356419
11,573.8333333,1050,1,523.5075211,1269,30,64.74774775,100,222,400,122296,13.21842504
42,403.3453237,771,6,524.4736254,1377,30,65.14028777,100,278,400,132666,16.03880954
47,387.4597701,764,5,521.2535514,1358,30,65.51340996,100,261,300,128886,15.07935858
15,471.2,951,4,525.8909915,1335,30,64.61724138,100,290,400,148254,16.83934808
70,599.4054054,1157,4,519.1482745,1359,30,65.20849421,100,259,300,154338,15.46711707
60,612.6421569,1117,5,509.107988,1284,30,68.04901961,100,204,300,122221,12.4718523
64,687.7490909,1252,4,517.4207299,1386,30,64.83636364,100,275,300,178811,16.12178135
22,597.0560748,1159,2,530.2099513,1317,30,66.17757009,100,214,300,126498,13.18342423
38,383.3535714,675,5,522.8674603,1284,30,65.52142857,100,280,400,132360,16.41157341
64,404.2682927,719,7,530.0194126,1291,30,63.51219512,100,246,300,127674,14.57864404
54,479.625,984,2,509.2893626,1310,30,64.16203704,100,216,400,108859,13.11548305
31,565.9762712,1115,1,524.7228641,1306,30,65.03728814,100,295,500,154851,17.10392809
30,612.5461847,1113,2,522.1400117,1333,30,64.77108434,100,249,300,153325,15.34922481
47,648.8259386,1227,4,507.0057974,1327,30,65.37542662,100,293,500,159057,17.29109049
52,644.5564516,1187,2,531.8694005,1355,30,65.48387097,100,248,400,140131,14.5936358
32,655.1052632,1225,4,520.2164279,1328,30,64.67293233,100,266,500,145087,16.34063458
21,452.1925676,985,2,522.5820431,1366,30,64.46621622,100,296,400,150477,17.37004519
40,522.1691176,1010,4,503.1808661,1371,30,62.93014706,100,272,300,151321,16.66642737
24,684.3864407,1250,3,535.1905915,1367,30,64.85762712,100,295,500,167540,16.74842167
45,619.9954128,1148,4,516.9982666,1294,30,65.61926606,100,218,500,114676,12.98953509
47,539.3185841,1041,1,532.2837365,1334,30,65.38495575,100,226,500,113576,13.31436872
41,603.8315412,1090,1,511.9182847,1356,30,64.52688172,100,279,300,169634,16.41861176
59,543.5441176,1062,2,526.8866399,1295,30,65.65808824,100,272,400,142955,15.7319839
17,598.9486166,1174,4,505.5451408,1305,30,65.54150198,100,253,300,150356,15.30922461
17,536.1844262,1048,3,511.2901909,1319,30,63.87704918,100,244,500,118608,14.29580927
55,518.0343137,1111,2,525.8166715,1335,30,63.81372549,100,204,500,100284,12.29497385
13,556.4186851,1138,2,515.5093474,1345,30,64.60899654,100,289,400,156305,17.2001605
51,554.2491468,1018,5,521.9120576,1338,30,66.50853242,100,293,400,162095,17.34707856
41,484.5569106,1012,3,533.7478347,1326,30,68.44308943,100,246,400,127783,14.58864212
24,593.3799127,1143,2,522.0868766,1334,30,65.51965066,100,229,500,119223,14.12192631
30,468.5263158,985,2,519.6106777,1332,30,65.3562753,100,247,500,121306,14.01298976
51,512.3793103,1035,2,509.7519866,1290,30,61.91724138,100,290,300,156884,17.1411736
45,384.0801394,694,3,522.4701153,1315,30,64.43902439,100,287,300,141295,16.58049893
67,587.7361702,1175,8,519.5851973,1331,30,63.36170213,100,235,300,135400,14.09894109
64,519.1510204,1035,4,528.2918367,1316,30,66.10612245,100,245,300,141382,14.49667072
14,427.8896321,904,1,506.18875,1344,30,65.15384615,100,299,400,151242,17.48699737
23,490.322314,982,3,517.1384383,1267,30,63.97520661,100,242,300,129173,14.34278083
57,574.3763066,1115,6,499.6952316,1297,30,65.19860627,100,287,400,152488,16.7484026
19,511.9446494,1003,3,495.6520159,1334,30,64.20295203,100,271,500,131348,15.61207104
34,518.1141553,1111,5,506.8724394,1333,30,63.82191781,99,219,400,110677,13.14146924
15,545.32287,1020,3,510.5900699,1262,30,64.98654709,100,223,400,117920,13.10649037
53,395.6284404,651,2,533.0532279,1281,30,64.1559633,100,218,500,103600,12.93860626
24,635.4981132,1205,2,537.2540023,1343,30,63.66415094,100,265,300,165964,16.25568485
22,392.6119403,693,4,536.3805691,1341,30,63.55970149,100,268,400,133585,16.07978368
32,403.9257951,787,5,534.0872365,1320,30,65.03886926,100,283,400,141581,17.13120174
13,450.7962963,896,3,500.283764,1246,30,65.14351852,100,216,300,111836,13.10848808
19,527.8191126,996,3,516.128898,1340,30,66.80546075,100,293,400,160627,17.48695731
34,699.7595819,1264,4,512.4246242,1335,30,64.73867596,100,287,300,188871,16.84834528
41,639.371179,1189,3,509.6731786,1260,30,63.75545852,100,229,500,118207,13.25942206
26,565.3299663,1119,1,523.0874738,1338,30,63.81481481,100,297,300,178434,17.82578397
48,607.909699,1163,4,533.6024556,1348,30,62.33444816,100,299,500,159334,17.12418628
33,560.7239819,1113,2,535.0136981,1306,30,63.88235294,100,221,500,117739,12.98955488
4,502.8318966,991,3,515.5238468,1322,30,65.7112069,100,232,300,129795,14.49469113
51,438.9333333,834,5,524.5260201,1292,30,64.93333333,100,300,300,155429,17.8707552
17,500.6970803,939,3,519.9227293,1298,30,64.98175182,100,274,300,151922,16.94210124
35,386.6956522,728,3,533.9556688,1353,30,67.01003344,100,299,400,150881,17.24611378
17,372.7535714,766,2,509.6402714,1307,30,66.38928571,100,280,400,127298,16.16573691
7,430.1822222,818,5,511.7561905,1370,30,64.00444444,100,225,400,111129,13.81706095
17,494.0962963,1025,3,539.8823076,1374,30,65.07407407,100,270,300,153420,19.34989142
25,622.7470817,1209,4,540.3783439,1336,30,63.77821012,100,257,500,137985,16.84734273
8,614.4334601,1216,4,526.1621629,1314,30,63.66539924,100,263,500,139469,15.07034254
29,644.3507109,1220,5,542.3833446,1285,30,64.18483412,100,211,500,114775,12.51283073
67,743.062201,1327,6,523.3494663,1282,30,65.3062201,100,209,300,140524,12.4698534
13,400.3910891,812,4,498.1086646,1262,31,63.89108911,100,202,300,98175,12.27394748
17,547.5896552,1099,4,525.947906,1343,30,67.2,100,290,500,152342,16.70540476
46,444.1081081,901,5,510.0962048,1279,30,66,100,222,500,105383,12.88163948
46,633.6893204,1168,4,535.7770779,1248,30,61.73300971,100,206,300,125209,12.94556093
18,396.9475655,730,5,513.3825012,1273,30,65.1011236,100,267,300,132385,15.65467453
13,473.7352941,991,3,515.6906338,1368,30,64.84926471,100,272,400,138344,15.83592463
46,699.4427861,1261,4,531.8410945,1287,30,61.72636816,100,201,300,124693,13.02651572
28,468.9464286,948,3,524.9393497,1311,30,63.64642857,99,280,300,153948,16.74740171
32,501.3669065,1017,9,523.6054074,1356,30,64.57913669,100,278,400,144426,16.52452898
15,449.7309091,955,1,521.80499,1355,30,62.98181818,100,275,500,134817,16.27765155
62,746.1422414,1361,3,522.5640767,1301,30,64.52586207,100,232,500,128628,13.63520384
40,786.4916667,1314,3,492.4528243,1338,30,67.34166667,100,240,400,144243,14.14287519
106,724.1864407,1286,2,495.9590335,1225,30,63.03813559,100,236,400,131320,16.80435038
24,560.06,1063,2,518.8435897,1349,30,64.43666667,100,300,500,160037,17.48899794
20,403.5696203,818,2,535.2180147,1322,30,64,100,237,300,121367,14.40172434
41,479.9010601,936,8,532.1662281,1308,30,65.55477032,100,283,400,148982,17.08822799
32,570.4202899,1145,1,515.0905138,1368,30,64.31884058,100,276,500,139987,16.24868965
18,487.0766551,993,1,504.6573427,1312,30,66.02439024,100,287,500,138319,16.80435061
39,462.5668016,957,4,506.7960238,1321,30,66.12145749,100,247,500,116351,14.90545726
36,613.9630872,1158,2,512.7713149,1290,30,66.63758389,100,298,500,154817,17.33669877
10,564.3962264,1142,7,519.2397942,1359,31,65.56603774,100,265,400,141680,15.22027802
32,462.5021277,908,8,519.4100382,1340,30,63.74893617,100,235,300,127580,14.17187881
61,469.3838863,938,5,530.4015346,1338,30,66.07582938,100,211,300,114520,12.47087264
27,447.155642,862,7,525.6406858,1341,30,66.78988327,100,257,300,137908,15.26025176
32,405.5529954,864,4,513.5649855,1284,30,65.82488479,99,217,400,102707,13.07148814
17,421.4827586,854,5,520.606425,1335,30,63.40229885,100,261,300,135976,15.62806463
7,514.1150442,1004,1,522.8801573,1279,30,66.35840708,100,226,400,114473,13.47825503
29,532.7681661,989,3,540.5710784,1366,30,65.70588235,100,289,300,171734,17.32706785
39,588.4280822,1176,2,508.5058372,1270,30,66.94863014,100,292,400,161795,17.06922102
14,481.7302905,970,4,520.0383126,1346,30,64.68879668,100,241,300,133361,14.65957808
21,398.1944444,734,4,527.6723945,1268,30,65.14351852,100,216,300,108327,13.45828533
58,407.1522634,776,2,531.6666327,1318,30,67.90123457,100,243,500,116355,14.4816978
57,536.2995169,1031,6,494.2666854,1305,30,66.60386473,100,207,300,117207,12.5088315
23,531.6326531,1033,2,509.2192372,1264,30,63.39183673,100,245,300,136243,14.60063267
18,716.5662651,1275,3,525.7267781,1313,30,68.79116466,100,249,500,138522,14.44971895
68,401.0585586,735,1,538.7407362,1326,30,66.95045045,100,222,500,107579,12.70373869
48,666.3141762,1219,3,514.4632184,1255,30,66.48275862,100,261,500,139925,15.71783566
31,579.1084746,1130,3,521.6209385,1345,30,60.81016949,100,295,400,162897,17.64688492
27,479.2137681,1022,2,512.4210804,1355,30,64.4673913,100,276,400,136624,18.94714236
31,599.3263598,1210,2,509.3667944,1344,30,66.74895397,100,239,300,141958,14.59863853
48,672.4963504,1266,3,530.0001872,1351,30,64.13138686,100,274,300,177234,16.16471601
13,679.7236364,1280,2,525.3066755,1337,30,64.69818182,100,275,500,148007,16.44657183
21,648.3252033,1217,5,514.955633,1310,30,65.90243902,100,246,300,155115,14.45771289
18,405.8857143,847,4,523.2317832,1299,30,64.91428571,100,245,300,126251,14.75452375
41,409.9330544,776,2,513.2818466,1278,30,63.82426778,100,239,400,111807,14.07593369
4,534.3076923,1082,3,517.6670287,1360,30,64.15789474,100,247,500,119890,14.5696485
10,444.7975207,912,4,506.0305202,1376,30,63.88429752,100,242,300,125571,14.42271399
16,512.6309963,1099,2,526.1563209,1336,30,65.33210332,100,271,400,142158,15.90088749
46,622.3963636,1253,4,519.6432382,1335,30,66.33090909,100,275,400,155281,16.38261724
55,503.7030075,984,1,518.1491275,1355,30,65.76315789,100,266,400,139655,16.3726151
43,468.5805369,976,4,522.2676203,1342,30,63.10067114,100,298,400,150956,17.63158584
52,491.8550186,994,1,513.6192365,1322,30,63.98884758,100,269,300,145208,16.04880166
49,381.5830389,760,6,513.9846628,1316,30,65.48763251,100,283,400,130343,16.52750993
16,492.7719298,1058,3,517.8214727,1367,30,66.85614035,100,285,500,144411,16.85332298
49,691.8287938,1303,4,543.1180995,1329,30,64.22178988,100,257,300,164317,15.58706522
51,707.707113,1299,4,537.7946626,1351,30,65.05857741,100,239,500,131609,14.30977941
32,519.0082645,993,3,527.7790199,1361,30,65.75619835,100,242,500,120945,14.07093763
3,573.7719298,1139,3,517.1849271,1301,30,65.4245614,100,285,300,171573,17.18914914
27,555.125,1117,2,518.4861173,1303,30,65.0387931,100,232,500,116487,13.49324751
18,533.1953125,1057,5,540.390625,1320,30,65.67578125,100,256,400,137234,15.11633968
17,578.9140893,1109,3,525.7184264,1316,30,63.38831615,100,291,500,155061,17.39800835
44,425.5266904,944,3,502.0984748,1324,30,65.01779359,100,281,400,136870,16.63646269
42,409.4632353,831,3,517.7978891,1325,30,65.94852941,100,272,300,139395,16.14474821
15,478.5068027,905,3,541.3356783,1367,30,65.86054422,100,294,400,159904,17.34205985
17,571.7657343,1127,5,514.0561894,1352,30,65.72377622,100,286,300,166857,17.0002768
24,547.2315789,1053,1,539.3698048,1353,30,64.22807018,100,285,400,156167,17.47398329
52,666.5680272,1291,1,523.9070837,1381,30,65.77891156,100,294,300,187774,17.35503387
19,486.5882353,932,2,519.3032968,1268,30,64.66782007,100,289,300,155352,17.55593729
14,391.9107143,771,1,508.6804659,1322,30,65.175,100,280,400,135117,17.01829386
24,468.0392157,949,2,532.3444895,1330,30,64.68137255,100,204,400,101283,12.15103936
106,773.8977273,1385,4,531.9819968,1353,30,64.84090909,100,264,500,151626,15.92385316
43,454.0171821,879,5,511.0616898,1318,30,66.19931271,100,291,300,157499,17.19314766
45,518.6305419,1013,3,520.7756914,1273,30,63.28078818,100,203,500,97918,11.88816667
23,441.5336538,929,3,522.9676236,1330,30,63.41346154,100,208,300,108914,12.67073512
32,617.6148649,1171,4,517.576088,1341,30,63.40878378,100,296,300,181963,17.50396848
37,563.8174274,1112,1,525.7343361,1316,30,66.28215768,100,241,500,121499,14.411762
20,519.8566176,970,3,527.7343716,1297,30,63.6875,100,272,400,141467,15.84993863
15,474.2242152,1040,1,511.0929988,1321,30,67.13901345,99,223,500,108490,12.90362501
16,619.7634409,1142,4,517.4195611,1330,30,64.91756272,100,279,300,172034,16.74939871
34,504.5650558,989,3,516.5056872,1314,30,65.42379182,100,269,300,148446,15.67101693
13,401.125,820,4,515.6880276,1293,30,65.56481481,100,216,300,105808,12.68972874
49,599.307393,1124,3,528.6420537,1317,30,62.55252918,100,257,500,128802,15.21627927
29,452.2401575,881,1,518.2761196,1357,30,66.18110236,100,254,400,126337,14.8524878
27,397.2107623,829,3,517.2495051,1284,30,65.5426009,100,223,400,104594,13.67816114
26,557.0883392,1139,2,513.6572939,1352,30,64.204947,100,283,400,149875,16.69343185
28,494.068,990,1,560.754988,1387,30,65.848,100,250,400,136086,15.28423929
48,468.395122,1023,3,504.9804878,1315,30,68.49756098,100,205,400,102152,12.25999379
22,476.686747,935,3,514.4005376,1288,30,62.96385542,100,249,500,119927,14.73855138
24,480.9710145,946,2,516.6403077,1348,30,66.41545894,100,207,300,112814,13.24043369
14,546.8631579,992,3,515.9685446,1285,30,63.69824561,100,285,500,142335,16.6174953
14,515.9518072,931,1,523.1514445,1265,30,65.14859438,100,249,400,127649,14.34180188
40,699.2355372,1274,2,532.329584,1344,30,65.26446281,100,242,400,144288,14.14989138
39,519.304878,1000,3,518.843106,1286,30,63.37804878,100,246,500,122728,14.39275193
36,493.2300469,943,2,508.9437948,1269,30,65.50234742,100,213,300,110946,12.74869537
14,456.553719,937,1,522.1467028,1341,30,63.07438017,100,242,500,119272,14.05294681
32,567.4604317,1129,3,508.4485624,1328,30,65.42446043,100,278,400,152610,16.47655487
15,495.9449153,1008,3,515.1862964,1294,30,64.78813559,100,236,500,116995,15.43515515
51,540.130137,1084,3,528.7248741,1323,30,65.57876712,100,292,300,174167,17.1681788
44,657.465812,1226,4,522.3551594,1340,30,64.65811966,100,234,300,147531,14.02594233
25,684.5274262,1257,4,519.7207323,1372,30,63.96202532,100,237,300,149191,14.19486475
33,681.077551,1257,2,510.011007,1304,30,65.53061224,100,245,300,155115,14.56964827
27,469.03125,927,4,539.1475817,1375,30,64.5,100,224,400,111166,13.25340486
25,572.6612903,1144,4,532.4273541,1359,31,64.02419355,100,248,300,145287,14.77153182
15,489.6233184,976,6,532.2793197,1341,30,65.55605381,100,223,500,114374,13.45029283
25,634.0179856,1169,2,528.6742591,1326,30,63.26618705,100,278,500,147303,16.28268528
66,505.8591549,977,9,510.0589955,1251,30,64.01408451,100,213,300,114505,12.91659617
32,568.8075117,1111,6,530.7701302,1330,30,65.61971831,100,213,400,116744,12.80766034
31,389.0603448,760,4,511.7193611,1274,30,65.47413793,100,232,500,103004,13.75014138
57,639.1835206,1181,4,537.8291234,1336,30,63.83520599,100,267,300,167134,15.62904072
37,527.2488688,1074,3,519.8784039,1304,31,64.50678733,99,221,500,107490,13.22042513
25,425.9658537,851,4,518.3109517,1329,30,65.69756098,100,205,300,106378,12.94658089
27,707.4354244,1263,4,510.4736094,1337,30,63.50553506,100,271,300,170620,16.27267623
54,469.1622807,962,3,520.7254425,1308,30,64.31578947,100,228,500,108579,13.54923224
46,458.5634328,927,2,520.0797976,1336,30,64.7761194,100,268,400,135159,15.44814658
38,608.3394495,1157,6,532.8833552,1315,30,64.94036697,100,218,300,132236,13.31237245
48,371.6170213,736,3,502.7972359,1306,30,65.83829787,100,235,300,114218,14.36476922
33,468.7248062,859,2,554.0627093,1332,30,63.62403101,100,258,400,134130,14.85448623
23,612.1084337,1190,3,521.3371227,1335,30,64.59437751,100,249,500,127871,14.51868033
